id	title	journal	pub_time	pmid	circRNA id	circRNA name	circRNA synonyms	disease	method of circRNA detection	species	expression pattern	associator	host gene	tissue/cell line	functional describution
332	The circular RNA Cdr1as promotes myocardial infarction by mediating the regulation of miR-7a on its target genes expression	PLoS One	2016 Mar 21	26998750	hsa_circ_0001946	Cdr1as		myocardial infarction	qRT-PCR	mouse	up-regulated	miR-7a, PARP, SP1	CDR1	tissue	Cdr1as also functioned as a powerful miR-7a sponge in myocardial cells, and showed regulation on the protective role of miR-7a in myocardial infarction (MI) injury, involving the function of miR-7a targets, PARP and SP1
333	Circular RNA Related to the Chondrocyte ECM Regulates MMP13 Expression by Functioning as a miR-136 'Sponge' in Human Cartilage Degradation	Sci Rep.	2016 Mar 2	26931159	hsa_circ_0023404	circRNA-CER	circRNA_100876	osteoarthritis	qRT-PCR, microarray	human	up-regulated	miR-136, miR-217, miR-636,  miR-646, miR-665, MMP13	RNF121	tissue	We demonstrated that circRNA-CER regulated MMP13 expression and participated in the process of chondrocyte ECM degradation.
334	Circular RNA: a novel biomarker for progressive laryngeal cancer	Am J Transl Res.	2016 Feb 15	27158380	-	hsa_circRNA_100855		laryngeal squamous cell cancer 	qRT-PCR, microarray	human	up-regulated	-	-	tissue	The hsa_circRNA_100855 level was signi cantly higher in laryngeal squamous cell cancer (LSCC) than in the corresponding adjacent non-neoplastic tissues. Patients with T3-4 stage, neck nodal metastasis or advanced clinical stage had higher hsa_circRNA_100855 expression.
335	Circular RNA: a novel biomarker for progressive laryngeal cancer	Am J Transl Res.	2016 Feb 15	27158380	-	hsa_circRNA_104912		laryngeal squamous cell cancer 	qRT-PCR, microarray	human	down-regulated	-	-	tissue	The hsa_circRNA_104912 level was signi cantly lower in laryngeal squamous cell cancer (LSCC) than in corresponding adjacent non-neoplastic tissues. Patients with T3-4 stage, neck nodal metastasis, poor differentiation or advanced clinical stage had a lower hsa_circRNA_104912 expressio 
336	Dysregulated miR-671-5p / CDR1-AS / CDR1 / VSNL1 axis is involved in glioblastoma multiforme	Oncotarget.	2016 Jan 26	26683098	hsa_circ_0001946	-		glioma	qRT-PCR	human	down-regulated	miR-671-5p	CDR1	cell line	The axis miR-671-5p / CDR1-AS / CDR1 / VSNL1 is functionally altered in GBM cells and is involved in the modification of their biopathological profile.
337	Circular RNA-ITCH Suppresses Lung Cancer Proliferation via Inhibiting the Wnt/beta-Catenin Pathway	Biomed Res Int.	2016	27642589	-	circ-ITCH		lung cancer	qRT-PCR	human	down-regulated	miR-7, miR-214, ITCH	ITCH	tissue and cell line	cir-ITCH acted as sponge of oncogenic miR-7 and miR-214 to enhance ITCH expression and thus suppressed the activation of Wnt/beta-catenin signaling. cir-ITCH may play an inhibitory role in lung cancer progression by enhancing its parental gene, ITCH, expression.
338	Circular RNA Expression Profile of Pancreatic Ductal Adenocarcinoma Revealed by Microarray	Cell Physiol Biochem.	2016	27997903	hsa_circ_0001946	-		pancreatic ductal adenocarcinoma	qRT-PCR, microarray	human	up-regulated	-	CDR1	tissue	To verify the microarray data, we randomly selected seven differentially expressed circRNAs, including two up-regulated circRNAs and five down-regulated circRNAs (including hsa_circ_0001946, hsa_circ_0005397, hsa_circ_0006913, hsa_circ_0000257, hsa_circ_0005785, hsa_circ_0041150, and hsa_circ_0008719). We validated their expression levels via qRT-PCR in 20 sets of PDAC tissues and adjacent normal tissues. We found that the expression patterns of seven circRNAs were consistent with the microarray data.
339	Circular RNA Expression Profile of Pancreatic Ductal Adenocarcinoma Revealed by Microarray	Cell Physiol Biochem.	2016	27997903	hsa_circ_0005397	-		pancreatic ductal adenocarcinoma	qRT-PCR, microarray	human	up-regulated	miR-26b-3p, miR-125a-3p, miR-181a-3p, miR-330-5p, miR-382-5p	RHOT1	tissue	To verify the microarray data, we randomly selected seven differentially expressed circRNAs, including two up-regulated circRNAs and five down-regulated circRNAs (including hsa_circ_0001946, hsa_circ_0005397, hsa_circ_0006913, hsa_circ_0000257, hsa_circ_0005785, hsa_circ_0041150, and hsa_circ_0008719). We validated their expression levels via qRT-PCR in 20 sets of PDAC tissues and adjacent normal tissues. We found that the expression patterns of seven circRNAs were consistent with the microarray data.
340	Circular RNA Expression Profile of Pancreatic Ductal Adenocarcinoma Revealed by Microarray	Cell Physiol Biochem.	2016	27997903	hsa_circ_0006913	-		pancreatic ductal adenocarcinoma	qRT-PCR, microarray	human	down-regulated	-	ARID1A	tissue	To verify the microarray data, we randomly selected seven differentially expressed circRNAs, including two up-regulated circRNAs and five down-regulated circRNAs (including hsa_circ_0001946, hsa_circ_0005397, hsa_circ_0006913, hsa_circ_0000257, hsa_circ_0005785, hsa_circ_0041150, and hsa_circ_0008719). We validated their expression levels via qRT-PCR in 20 sets of PDAC tissues and adjacent normal tissues. We found that the expression patterns of seven circRNAs were consistent with the microarray data.
341	Circular RNA Expression Profile of Pancreatic Ductal Adenocarcinoma Revealed by Microarray	Cell Physiol Biochem.	2016	27997903	hsa_circ_0000257	-		pancreatic ductal adenocarcinoma	qRT-PCR, microarray	human	down-regulated	-	NOLC1	tissue	To verify the microarray data, we randomly selected seven differentially expressed circRNAs, including two up-regulated circRNAs and five down-regulated circRNAs (including hsa_circ_0001946, hsa_circ_0005397, hsa_circ_0006913, hsa_circ_0000257, hsa_circ_0005785, hsa_circ_0041150, and hsa_circ_0008719). We validated their expression levels via qRT-PCR in 20 sets of PDAC tissues and adjacent normal tissues. We found that the expression patterns of seven circRNAs were consistent with the microarray data.
342	Circular RNA Expression Profile of Pancreatic Ductal Adenocarcinoma Revealed by Microarray	Cell Physiol Biochem.	2016	27997903	hsa_circ_0005785	-		pancreatic ductal adenocarcinoma	qRT-PCR, microarray	human	down-regulated	miR-181a-5p, miR-181b-5p, miR-181d-5p, miR-338-3p, miR-526b-5p	ANAPC7	tissue	To verify the microarray data, we randomly selected seven differentially expressed circRNAs, including two up-regulated circRNAs and five down-regulated circRNAs (including hsa_circ_0001946, hsa_circ_0005397, hsa_circ_0006913, hsa_circ_0000257, hsa_circ_0005785, hsa_circ_0041150, and hsa_circ_0008719). We validated their expression levels via qRT-PCR in 20 sets of PDAC tissues and adjacent normal tissues. We found that the expression patterns of seven circRNAs were consistent with the microarray data.
343	Circular RNA Expression Profile of Pancreatic Ductal Adenocarcinoma Revealed by Microarray	Cell Physiol Biochem.	2016	27997903	hsa_circ_0041150	-		pancreatic ductal adenocarcinoma	qRT-PCR, microarray	human	down-regulated	-	RPH3AL	tissue	To verify the microarray data, we randomly selected seven differentially expressed circRNAs, including two up-regulated circRNAs and five down-regulated circRNAs (including hsa_circ_0001946, hsa_circ_0005397, hsa_circ_0006913, hsa_circ_0000257, hsa_circ_0005785, hsa_circ_0041150, and hsa_circ_0008719). We validated their expression levels via qRT-PCR in 20 sets of PDAC tissues and adjacent normal tissues. We found that the expression patterns of seven circRNAs were consistent with the microarray data.
344	Circular RNA Expression Profile of Pancreatic Ductal Adenocarcinoma Revealed by Microarray	Cell Physiol Biochem.	2016	27997903	hsa_circ_0008719	-		pancreatic ductal adenocarcinoma	qRT-PCR, microarray	human	down-regulated	-	 AKT2	tissue	To verify the microarray data, we randomly selected seven differentially expressed circRNAs, including two up-regulated circRNAs and five down-regulated circRNAs (including hsa_circ_0001946, hsa_circ_0005397, hsa_circ_0006913, hsa_circ_0000257, hsa_circ_0005785, hsa_circ_0041150, and hsa_circ_0008719). We validated their expression levels via qRT-PCR in 20 sets of PDAC tissues and adjacent normal tissues. We found that the expression patterns of seven circRNAs were consistent with the microarray data.
345	Hsa_circ_0001649: A circular RNA and potential novel biomarker for hepatocellular carcinoma	Cancer Biomark.	2016	26600397	hsa_circ_0001649	-		hepatocellular carcinoma	qRT-PCR	human	down-regulated	miR-1283, miR-4310, miR-182-3p, miR-888-3p, miR-4502, miR-6811-5p, miR-6511b-5p, miR-1972	SHPRH	tissue and cell line	Hsa_circ_0001649 was significantly downregulated in hepatocellular carcinoma (HCC). Our findings indicate hsa_circ_0001649 might serve as a novel potential biomarker for HCC and may function in tumorigenesis and metastasis of HCC.
346	Decreased expression of hsa_circ_001988 in colorectal cancer and its clinical significances	Int J Clin Exp Pathol.	2015 Dec 1	26884878	hsa_circ_0001451	hsa_circ_001988		colorectal cancer	qRT-PCR, RNA-seq	human	down-regulated	-	FBXW7	tissue	The expression of hsa_circ_001988 was signi cantly correlated with differentiation and perineural invasion.
347	cir-ITCH Plays an Inhibitory Role in Colorectal Cancer by Regulating the Wnt/beta-Catenin Pathway	PLoS One	2015 Jun 25	26110611	-	circITCH		colorectal cancer	qRT-PCR	human	down-regulated	miR-7, miR-20a, and miR-214	ITCH	tissue and cell line	Cir-ITCH expression was typically down-regulated in CRC compared to the peritumoral tissue. This result, as well as several follow-up experi- ments, showed that cir-ITCH could increase the level of ITCH, which is involved in the inhibi- tion of the Wnt/beta-catenin pathway.
348	Using circular RNA as a novel type of biomarker in the screening of gastric cancer	Clin Chim Acta.	2015 Apr 15	25689795	hsa_circ_0000140	hsa_circ_002059		gastric cancer	qRT-PCR	human	down-regulated	-	KIAA0907	tissue	Hsa_circ_0000140 lower expression levels were significantly correlated with distal metastasis, TNM stage, gender and age.
349	Circular RNA ITCH has inhibitory effect on ESCC by suppressing the Wnt/beta-catenin pathway	Oncotarget	2015 Mar 20	25749389	-	circ-ITCH		esophageal squamous cell carcinoma	qRT-PCR	human	down-regulated	miR-7, miR-17, miR-214, ITCH	ITCH	tissue and cell line, PDX	ITCH hyper expression promotes ubiquitination and degradation of phosphorylated Dvl2, thereby inhibiting the Wnt/beta-catenin pathway. These results indicate that cir-ITCH may have an inhibitory effect on ESCC by regulating the Wnt pathway.
350	Correlation of circular RNA abundance with proliferation-exemplified with colorectal and ovarian cancer, idiopathic lung fibrosis, and normal human tissues	Sci Rep. 	2015 Jan 27	25624062	hsa_circ_0024169	circ0817		colorectal cancer	qRT-PCR, RNA-seq	human	down-regulated	-	CUL5	tissue	We are the first to report a global reduction of circular RNA abundance in colorectal cancer cell lines and cancer compared to normal tissues and discovered a negative correlation of global circular RNA abundance and proliferation.
351	Correlation of circular RNA abundance with proliferation-exemplified with colorectal and ovarian cancer, idiopathic lung fibrosis, and normal human tissues	Sci Rep. 	2015 Jan 27	25624062	hsa_circ_0002138	circ3204		colorectal cancer	qRT-PCR, RNA-seq	human	down-regulated	-	USP3	tissue	We are the first to report a global reduction of circular RNA abundance in colorectal cancer cell lines and cancer compared to normal tissues and discovered a negative correlation of global circular RNA abundance and proliferation.
352	Correlation of circular RNA abundance with proliferation-exemplified with colorectal and ovarian cancer, idiopathic lung fibrosis, and normal human tissues	Sci Rep. 	2015 Jan 27	25624062	hsa_circ_0000523	circ6229		colorectal cancer	qRT-PCR, RNA-seq	human	down-regulated	-	METTL3	tissue	We are the first to report a global reduction of circular RNA abundance in colorectal cancer cell lines and cancer compared to normal tissues and discovered a negative correlation of global circular RNA abundance and proliferation.
353	Correlation of circular RNA abundance with proliferation-exemplified with colorectal and ovarian cancer, idiopathic lung fibrosis, and normal human tissues	Sci Rep. 	2015 Jan 27	25624062	-	circ7374		colorectal cancer	qRT-PCR, RNA-seq	human	up-regulated	-	TNS4	tissue	We are the first to report a global reduction of circular RNA abundance in colorectal cancer cell lines and cancer compared to normal tissues and discovered a negative correlation of global circular RNA abundance and proliferation.
354	Correlation of circular RNA abundance with proliferation-exemplified with colorectal and ovarian cancer, idiopathic lung fibrosis, and normal human tissues	Sci Rep. 	2015 Jan 27	25624062	-	circ7780		colorectal cancer	qRT-PCR, RNA-seq	human	down-regulated	-	-	tissue	We are the first to report a global reduction of circular RNA abundance in colorectal cancer cell lines and cancer compared to normal tissues and discovered a negative correlation of global circular RNA abundance and proliferation.
