circRNA	Position	Function	Gene	Gene Description	PMID
hsa_circ_0079439	chr7:11101417-11101712	Chronic thromboembolic pulmonary hypertension [differential expression (chronic thromboembolic pulmonary hypertension vs. control groups)]	PHF14	PHD finger protein 14	28682884
hsa_circ_0079440	chr7:11101417-11151094	Bladder cancer [differential expression (bladder cancer vs normal tissues)]	PHF14	PHD finger protein 14	27484176
hsa_circ_0079475	chr7:14722177-14741355	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	DGKB	diacylglycerol kinase beta	28831102
hsa_circ_0079479	chr7:16298014-16298637	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	ISPD	isoprenoid synthase domain containing	28831102
hsa_circ_0079480	chr7:16298014-16317851	Bladder cancer [differential expression (bladder cancer vs normal tissues)]; human thoracic aortic dissection [differential expression (human type A thoracic aortic dissection patients vs. age-matched normal donors)]; hypertension [differential expression (hypertension patients vs. healthy controls)]	ISPD	isoprenoid synthase domain containing	27484176;28534714;29137225
hsa_circ_0079530	chr7:19155090-19155754	hsa_circ_0079530 promotes cell proliferation and invasion in non-small cell lung cancer.	TWIST1	twist family bHLH transcription factor 1	29689350
hsa_circ_0079543	chr7:20421349-20445794	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	ITGB8	integrin subunit beta 8	28831102
hsa_circ_0079544	chr7:20441343-20445794	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	ITGB8	integrin subunit beta 8	28831102
hsa_circ_0079653	chr7:26236176-26237352	Chronic thromboembolic pulmonary hypertension [differential expression (chronic thromboembolic pulmonary hypertension vs. control groups)]	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	28682884
hsa_circ_0079675	chr7:28758369-28763949	Cutaneous squamous cell carcinoma [differential expression]	CREB5	cAMP responsive element binding protein 5	27298156
hsa_circ_0079684	chr7:29980297-30008684	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	SCRN1	secernin 1	28831102
hsa_circ_0079875	chr7:36450122-36450775	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	ANLN	anillin actin binding protein	28831102
hsa_circ_0079892	chr7:37272699-37382367	Chronic thromboembolic pulmonary hypertension [differential expression (chronic thromboembolic pulmonary hypertension vs. control groups)]	ELMO1	engulfment and cell motility 1	28682884
hsa_circ_0079895	chr7:37949218-37949282	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	SFRP4	secreted frizzled related protein 4	28831102
hsa_circ_0079929	chr7:40027197-40027857	Human thoracic aortic dissection [differential expression (human type A thoracic aortic dissection patients vs. age-matched normal donors)]	CDK13	cyclin dependent kinase 13	29137225
hsa_circ_0079936	chr7:40087419-40102699	Chronic thromboembolic pulmonary hypertension [differential expression (chronic thromboembolic pulmonary hypertension vs. control groups)]	CDK13	cyclin dependent kinase 13	28682884
hsa_circ_0079953	chr7:43351361-43360341	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	28831102
hsa_circ_0079985	chr7:44012228-44012922	Breast cancer [breast cancer patients vs. healthy controls]	POLR2J4	RNA polymerase II subunit J4, pseudogene	29045858
hsa_circ_0080117	chr7:45143697-45143855	Chronic thromboembolic pulmonary hypertension [differential expression (chronic thromboembolic pulmonary hypertension vs. control groups)]	TBRG4	transforming growth factor beta regulator 4	28682884
hsa_circ_0080145	chr7:47384352-47467974	hsa_circ_0080145 knockdown significantly suppressed chronic myeloid leukemia cell proliferation and hsa_circ_0080145 regulated CML cell proliferation by acting as an miR-29b sponge.	TNS3	tensin 3	30205959
hsa_circ_0080189	chr7:47520700-47568745	Basal cell carcinoma [differential expression (basal cell carcinoma vs. control)]	TNS3	tensin 3	27097056
hsa_circ_0080210	chr7:50737418-50773020	hsa_circ_0080210(circGRB10)/miR-328-5p/ERBB2 signaling pathway is involved in intervertebral disc degeneration development, suggesting that hsa_circ_0080210 might be a novel therapeutic target for intervertebral disc degeneration; cutaneous squamous cell carcinoma [differential expression]	GRB10	growth factor receptor bound protein 10	27298156;29476072
hsa_circ_0080229	chr7:55231425-55233130	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	EGFR	epidermal growth factor receptor	28831102
hsa_circ_0080243	chr7:56045818-56052571	Chronic thromboembolic pulmonary hypertension [differential expression (chronic thromboembolic pulmonary hypertension vs. control groups)]	NIPSNAP2	nipsnap homolog 2	28682884
hsa_circ_0080251	chr7:56049902-56062681	Ovarian aging [differential expression (human granulosa cells during maternal aging)]	NIPSNAP2	nipsnap homolog 2	28644873
hsa_circ_0080259	chr7:56088765-56088924	Coronary artery disease [differential expression (coronary artery disease vs. control plasma)]	PSPH	phosphoserine phosphatase	28947970
hsa_circ_0080285	chr7:56150970-56151408	Human thoracic aortic dissection [differential expression (human type A thoracic aortic dissection patients vs. age-matched normal donors)]	PHKG1	phosphorylase kinase catalytic subunit gamma 1	29137225
hsa_circ_0080328	chr7:65444385-65444528	Radiation-induced liver fibrosis [differential expression (irradiated vs. normal hepatic stellate cell)]	GUSB	glucuronidase beta	28774651
hsa_circ_0080517	chr7:73242073-73247014	Gastric cancer [differential expression (gastric adenocarcinoma vs. adjacent normal mucosa tissues)]	CLDN4	claudin 4	28639908
hsa_circ_0080658	chr7:74601105-74623734	Chronic thromboembolic pulmonary hypertension [differential expression (chronic thromboembolic pulmonary hypertension vs. control groups)]	GTF2IP1	general transcription factor IIi pseudogene 1	28682884
hsa_circ_0080712	chr7:75182751-75183825	Pancreatic ductal adenocarcinoma [differential expression (pancreatic ductal adenocarcinoma vs. matched adjacent normal samples)]	HIP1	huntingtin interacting protein 1	27997903
hsa_circ_0080845	chr7:77227158-77230123	Hypertension [differential expression (hypertension patients vs. healthy controls)]	PTPN12	protein tyrosine phosphatase, non-receptor type 12	28534714
hsa_circ_0080917	chr7:81579417-81799925	Radiation-induced liver fibrosis [differential expression (irradiated vs. normal hepatic stellate cell)]	CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1	28774651
hsa_circ_0080952	chr7:86810624-86813941	Coronary artery disease [differential expression (coronary artery disease vs. control groups)]	DMTF1	cyclin D binding myb like transcription factor 1	28045102
hsa_circ_0080991	chr7:91603024-91739987	Chronic thromboembolic pulmonary hypertension [differential expression (chronic thromboembolic pulmonary hypertension vs. control groups)]	AKAP9	A-kinase anchoring protein 9	28682884
hsa_circ_0081055	chr7:94023872-94027070	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081063	chr7:94023872-94055169	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081065	chr7:94027059-94055169	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081066	chr7:94027059-94055363	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081068	chr7:94027693-94035038	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081069	chr7:94027693-94037203	Human thoracic aortic dissection [differential expression (human type A thoracic aortic dissection patients vs. age-matched normal donors)]	COL1A2	collagen type I alpha 2 chain	29137225
hsa_circ_0081084	chr7:94030878-94044582	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081089	chr7:94033867-94049598	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081090	chr7:94033867-94055363	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081091	chr7:94033867-94057789	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081092	chr7:94034004-94035038	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081108	chr7:94035561-94055363	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081111	chr7:94037494-94058742	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081114	chr7:94037647-94052430	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081116	chr7:94038081-94057789	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081125	chr7:94039731-94057789	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081129	chr7:94040367-94055169	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081136	chr7:94041895-94057789	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081137	chr7:94042394-94055363	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081138	chr7:94042394-94055842	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081141	chr7:94043205-94051264	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081143	chr7:94044537-94055169	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081146	chr7:94045716-94057789	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081147	chr7:94047035-94047143	Glioblastoma [differential expression (glioblastoma vs. normal tissues)]	COL1A2	collagen type I alpha 2 chain	26873924
hsa_circ_0081149	chr7:94047810-94055169	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081152	chr7:94049544-94057789	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081155	chr7:94049702-94058742	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081156	chr7:94049852-94057197	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081159	chr7:94051210-94057197	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081160	chr7:94052268-94052430	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081163	chr7:94055061-94055363	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081167	chr7:94055734-94057789	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	COL1A2	collagen type I alpha 2 chain	28831102
hsa_circ_0081207	chr7:97820925-97823884	Colorectal cancer [differential expression (chemoradiation-resistant colorectal cancer cells)]	LMTK2	lemur tyrosine kinase 2	28656150
hsa_circ_0081476	chr7:100151715-100161926	Chronic thromboembolic pulmonary hypertension [differential expression (chronic thromboembolic pulmonary hypertension vs. control groups)]	AGFG2	ArfGAP with FG repeats 2	28682884
