circRNA Name	Region	Strand	Gene Symbol	CircBase Link	Disease Name	Expression Pattern	Experimental Techniques	Species	Brief description	Year	PMID	
hsa_circ_0008732	chr9:16727794-16738483	-	BNC2	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0008732	Basal cell carcinoma	Upregulated	qPCR etc.	Human	"PCR validation showed that all three upregulated circRNAs were also upregulated in a second group of BCC and controls. In detail, the following ratios of gene expression were calculated (BCC/control): hsa_ circ_00075829 (549.55), hsa_circ_0008732 (7.74) and hsa_circ_0005912 (1.23)."	2016/5/1	27097056	
hsa_circ_0005912	chr4:54265896-54294350	+	FIP1L1	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0005912	Basal cell carcinoma	Upregulated	qPCR etc.	Human	"PCR validation showed that all three upregulated circRNAs were also upregulated in a second group of BCC and controls. In detail, the following ratios of gene expression were calculated (BCC/control): hsa_ circ_00075829 (549.55), hsa_circ_0008732 (7.74) and hsa_circ_0005912 (1.23)."	2016/5/1	27097056	
hsa_circ_0000677/hsa_circ_001569/circABCC	chr16:16101672-16162159	+	ABCC1	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0000677	Colorectal cancer	Upregulated	"qPCR, Luciferase activity assay, Western blot, In vitro and in vivo tumorigenicity assay etc."	Human	"hsa_circ_001569 sponged with miR-145 and promoted miR-145 target genes E2F5, BAG4 and FMNL2 then acted as a positive regulator in cell proliferation and invasion"	2016/5/1	27058418	
Circ_SMARCA5	chr4:144464661-144465125	N/A	SMARCA5	N/A	Glioma	Unclear	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_KCNN2	chr5:113740134-113740553	N/A	KCNN2	N/A	Glioma	Unclear	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_HIPK3	chr11:33307958-33309057	N/A	HIPK3	N/A	Glioma	Unclear	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_FKBP8	chr19:18650180-18650530	N/A	FKBP8	N/A	Glioma	Downregulated	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_RIMS1	chr6:73016960-73043538	N/A	RIMS1	N/A	Glioma	Downregulated	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_VCAN	chr5:82832825-82838087	N/A	VCAN	N/A	Glioma	Upregulated	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_CORO1C	chr12:109046047-109048186	N/A	CORO1C	N/A	Glioma	Downregulated	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_MAN1A2	chr1:117944807-117963271	N/A	MAN1A2	N/A	Glioma	Unclear	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_SLC8A1	chr2:40655612-40657444	N/A	SLC8A1	N/A	Glioma	Unclear	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_STXBP5L	chr3:121097562-121100379	N/A	STXBP5L	N/A	Glioma	Downregulated	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_ZNF148	chr3:125032151-125050082	N/A	ZNF148	N/A	Glioma	Downregulated	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_UNC79	chr14:93934016-93954101	N/A	UNC79	N/A	Glioma	Unclear	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_EML5	chr14:89192884-89212627	N/A	EML5	N/A	Glioma	Unclear	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_CEP192	chr18:12999419-13019205	N/A	CEP192	N/A	Glioma	Unclear	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_RNF10	chr12:120995084-120995485	N/A	RNF10	N/A	Glioma	Unclear	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_SAFB2	chr19:5604593-5604947	N/A	SAFB2	N/A	Glioma	Downregulated	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_ADCY1	chr7:45688268-45701813	N/A	ADCY1	N/A	Glioma	Unclear	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_ETFA	chr15:76566752-76588078	N/A	ETFA	N/A	Glioma	Unclear	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_MED12L	chr3:150834124-150845771	N/A	MED12L	N/A	Glioma	Unclear	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_CRKL	chr22:21288066-21288532	N/A	CRKL	N/A	Glioma	Unclear	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_R3HDM1	chr2:136432901-136437894	N/A	R3HDM1	N/A	Glioma	Unclear	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_MCTP1	chr5:94224583-94248681	N/A	MCTP1	N/A	Glioma	Unclear	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_BEND6	chr656846508-56857353	N/A	BEND6	N/A	Glioma	Unclear	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
Circ_ERC1	chr12:1399017-1481143	N/A	ERC1	N/A	Glioma	Unclear	qPCR etc.	Human	"By applying UROBORUS to RNA-seq data from 46 gliomas and normal brain samples, we detected thousands of circRNAs supported by at least two read counts, followed by successful experimental validation on 24 circRNAs from the randomly selected 27 circRNAs."	2016/5/1	26873924	
hsa_circ_0000284/circHIPK3	chr11:33307958-33309057	+	HIPK3	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0000284	Bladder urothelial carcinoma	Upregulated	"qPCR, RNA FISH, Northern blot, RIP , Luciferase reporter assay etc."	Human	circHIPK3 directly binds to miR-124 and inhibits miR-124 activity.	2016/4/1	27050392	
hsa_circ_0000284/circHIPK3	chr11:33307958-33309057	+	HIPK3	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0000284	Breast cancer	Downregulated	"qPCR, RNA FISH, Northern blot, RIP , Luciferase reporter assay etc."	Human	circHIPK3 directly binds to miR-124 and inhibits miR-124 activity.	2016/4/1	27050392	
hsa_circ_0000284/circHIPK3	chr11:33307958-33309057	+	HIPK3	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0000284	Colorectal cancer	Downregulated	"qPCR, RNA FISH, Northern blot, RIP , Luciferase reporter assay etc."	Human	circHIPK3 directly binds to miR-124 and inhibits miR-124 activity.	2016/4/1	27050392	
hsa_circ_0000284/circHIPK3	chr11:33307958-33309057	+	HIPK3	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0000284	Hepatocellular carcinoma	Downregulated	"qPCR, RNA FISH, Northern blot, RIP , Luciferase reporter assay etc."	Human	circHIPK3 directly binds to miR-124 and inhibits miR-124 activity.	2016/4/1	27050392	
hsa_circ_0000284/circHIPK3	chr11:33307958-33309057	+	HIPK3	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0000284	Gastric cancer	Downregulated	"qPCR, RNA FISH, Northern blot, RIP , Luciferase reporter assay etc."	Human	circHIPK3 directly binds to miR-124 and inhibits miR-124 activity.	2016/4/1	27050392	
hsa_circ_0000284/circHIPK3	chr11:33307958-33309057	+	HIPK3	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0000284	Kidney clear cell carcinoma	Upregulated	"qPCR, RNA FISH, Northern blot, RIP , Luciferase reporter assay etc."	Human	circHIPK3 directly binds to miR-124 and inhibits miR-124 activity.	2016/4/1	27050392	
hsa_circ_0000284/circHIPK3	chr11:33307958-33309057	+	HIPK3	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0000284	Prostate adenocarcinoma	Downregulated	"qPCR, RNA FISH, Northern blot, RIP , Luciferase reporter assay etc."	Human	circHIPK3 directly binds to miR-124 and inhibits miR-124 activity.	2016/4/1	27050392	
circ-Foxo3	N/A	N/A	Foxo3	N/A	Breast cancer	Downregulated	qPCR etc.	Mouse	"Real-time PCR showed that circ-Foxo3 was highly expressed in the non-cancer cell lines of mouse embryo fibroblast (MEF), mouse cardiac fibroblast (MCF) and NIH3T3, as compared with the cancer cell lines 67NR, 66C14, 4T07, 4T1 and B16."	2016/4/1	26861625	
Fusion-circRNAs/f-circRNA(f-circPRㄛf-circM9)	N/A	N/A	N/A	N/A	Acute promyelocytic leukemia	Upregulated	"qPCR, Western blot etc."	Mouse	"PI3Kthe PML/RARa and MLL genes fused and produced f-circM9 and f-circPR and knockouts of f-circM9 and f-circPR lead to apoptosis of a large amount of tumor cells as well as increases their sensitivity to drugs and MAPK signaltransduction pathways.Together with oncogenic fusion protein, such as MLL/ AF9 fusion protein, to promote tumor progression and therapy resistance"	2016/4/1	27040497	
Circ-CER/circRNA_100876/hsa_circ_0023404	chr11:71668272-71671937	+	RNF121	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0023404	Osteoarthritis	Upregulated	"qPCR, RNA FISH, Northern blot, RIP , Luciferase reporter assay etc."	Human	CircRNA-CER expression increased with interleukin-1 and tumor necrosis factor levels in chondrocytes. Silencing of circRNA-CER using small interfering RNA suppressed MMP13 expression and increased ECM formation. CircRNA-CER could compete for miR-136 with MMP13. Results demonstrated that circRNA-CER regulated MMP13 expression by functioning as a competing endogenous RNA (ceRNA) and participated in the process of chondrocyte ECM degradation.	2016/3/1	26931159	
CDR1as/ciRS-7/mmu_circ_0001878	chrX:58436422-58439349	+	Cdr1	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=mmu_circ_0001878	Myocardial infarction	Upregulated	"qPCR, Luciferase assay, Western blot, Immunohistochemistry etc."	Mouse	"Cdr1as also functioned as a powerful miR-7a sponge in myocardial cells, and showed regulation on the protective role of miR-7a in MI injury, involving the function of miR-7a targets, PARP and SP1."	2016/3/1	26998750	
hsa_circRNA_100855/hsa_circ_0023028	chr11:66515849-66590145	+	C11orf80	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0023028	Laryngeal squamous cell cancer tissues	Upregulated	qPCR etc.	Human	"Patients with T3-4 stage, neck nodal metastasis or advanced clinical stage had higher hsa_circRNA_100855 expression."	2016/2/1	27158380	
hsa_circRNA_104912/hsa_circ_0088442	"chr9:126,438,998-126,641,300"	-	DENND1A	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0088442	Laryngeal squamous cell cancer tissues	Downregulated	qPCR etc.	Human	"Patients with T3-4 stage, neck nodal metastasis, poor differentiation or advanced clinical stage had a lower hsa_circRNA_104912 expression. "	2016/2/1	27158380	
mmu-circRNA-015947	chr11	N/A	N/A	N/A	Cerebral ischemia-reperfusion injury	Upregulated	qPCR etc.	Mouse	OGD/R HT22 cells were used as an in vitro model of cerebral IRI. 	2016/2/1	26845359	
circRNA_081881	N/A	N/A	N/A	N/A	Myocardial infarction	Downregulated	Western blot	Human	Sponge miR-548 to regulate PPAR污	2016/1/1	N/A	
hsa_circ_0001649	chr6:146209155-146216113	-	SHPRH	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0023028	Hepatocellular carcinoma	Downregulated	qPCR etc.	Human	"hsa_circ_0001649 expression was correlated with tumor size (p = 0.045) and the occurrence of tumor embolus (p = 0.017) in HCCㄛhsa_circ_0001649depletion in hepatoma cell lines enhances mRNA of matrix metallopetidases(MMPs) which promote HCC metastasis, indicating its role in metastasis of HCC."	2016/1/1	26600397	
CDR1as/ciRS-7/hsa_circ_0001946	chrX:139865339-139866824	+	CDR1	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0001946	Glioblastoma	Downregulated	"qPCR, Western blot, MTT assay etc."	Human	"Through a combined in silico and in vitro approach, we identified CDR1-AS, CDR1, VSNL1 as downstream miR-671-5p targets in GBM. Expression of these genes significantly decreased both in GBM biopsies and cell lines and negatively correlated with that of miR-671-5p. Based on our data, we propose that the axis miR-671-5p / CDR1-AS / CDR1 / VSNL1 is functionally altered in GBM cells and is involved in the modification of their biopathological profile."	2016/1/1	26683098	
hsa_circ_001988/hsa_circ_0001451	chr4:153332454-153333681	-	FBXW7	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0001451	Colorectal cancer	Downregulated	qPCR etc.	Human	The expression of hsa_circ_001988 was significantly correlated with differentiation (P<0.05) and perineural invasion (P<0.05)	2015/12/1	26884878	
circular RNA100783/hsa_circ_0008887	chr11:33307958-33350179	+	HIPK3	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0008887	Immunosenescence	Upregulated	qPCR etc.	Human	circular RNA100783 may represent a novel biomarker for the longitudinal tracking ofCD28-related CD8(+) T cell ageing and global immunosenescence.	2015/10/1	26451160	
hsa_circ_0004383/cZNF292	chr6:87920168-87928449	+	ZNF292	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0004383	Ischaemic heart disease	Upregulated	qPCR etc.	Human	Regulated by hypoxia in endothelial cells and controls angiogenesis	2015/10/1	26377962	
